"동별(1)","동별(2)",시점,세대 (세대),합계,합계,한국인,한국인,외국인,외국인
"동별(1)","동별(2)",시점,소계,남자,여자,남자,여자,남자,여자
"합계","동대문구",2022. 08,170413,171881,180795,166170,171063,5711,9732
"합계","동대문구",2022. 09,170068,171870,181311,166051,171055,5819,10256
"합계","동대문구",2022. 10,170169,172070,181753,166113,171160,5957,10593
"합계","동대문구",2022. 11,170154,172262,182193,166070,171171,6192,11022
"합계","동대문구",2022. 12,169873,171903,181698,165755,170889,6148,10809
"합계","동대문구",2023. 01,169716,171757,181461,165657,170758,6100,10703
"합계","동대문구",2023. 02,170766,172033,181836,165962,171331,6071,10505
"합계","동대문구",2023. 03,171140,172178,182706,165933,171641,6245,11065
"합계","동대문구",2023. 04,171288,172196,183048,165936,171756,6260,11292
"합계","동대문구",2023. 05,171388,172202,183203,165868,171812,6334,11391
"합계","동대문구",2023. 06,171703,172342,183325,166040,172075,6302,11250
"합계","동대문구",2023. 07,171945,172567,183364,166298,172359,6269,11005
"합계","동대문구",2023. 08,172680,173327,184066,167083,173250,6244,10816
"합계","동대문구",2023. 09,173091,173936,185177,167468,173770,6468,11407
"합계","동대문구",2023. 10,173003,174249,185782,167569,173952,6680,11830
"합계","동대문구",2023. 11,172934,174387,186011,167556,173954,6831,12057
"합계","동대문구",2023. 12,172801,174120,185753,167346,173803,6774,11950
"합계","동대문구",2024. 01,172756,173979,185505,167230,173753,6749,11752
"합계","동대문구",2024. 02,173590,174063,185393,167462,174158,6601,11235
"합계","동대문구",2024. 03,174010,174269,185942,167574,174413,6695,11529
"합계","동대문구",2024. 04,174086,174286,186186,167523,174458,6763,11728
"합계","동대문구",2024. 05,174045,174245,186282,167318,174362,6927,11920
"합계","동대문구",2024. 06,173903,174065,186001,167147,174198,6918,11803
"합계","동대문구",2024. 07,173860,173830,185713,166970,174116,6860,11597
"합계","동대문구",2024. 08,173942,173567,185359,166825,174068,6742,11291
"합계","동대문구",2024. 09,173878,173606,185613,166693,173993,6913,11620
"합계","동대문구",2024. 10,173654,173622,186084,166445,173854,7177,12230
"합계","동대문구",2024. 11,173296,173547,186155,166095,173516,7452,12639
"합계","동대문구",2024. 12,172840,173000,185603,165620,173115,7380,12488
"합계","중랑구",2020. 01,181774,198861,202945,196803,199952,2058,2993
"합계","중랑구",2020. 02,182034,198551,202851,196483,199831,2068,3020
"합계","중랑구",2020. 03,182220,198122,202556,196076,199543,2046,3013
"합계","중랑구",2020. 04,182433,197810,202287,195784,199288,2026,2999
"합계","중랑구",2020. 05,182930,197720,202257,195693,199289,2027,2968
"합계","중랑구",2020. 06,183310,197384,202031,195349,199065,2035,2966
"합계","중랑구",2020. 07,183607,197261,202026,195227,199066,2034,2960
"합계","중랑구",2020. 08,184597,197964,202824,195931,199857,2033,2967
"합계","중랑구",2020. 09,185109,198012,202977,195981,200016,2031,2961
"합계","중랑구",2020. 10,185356,197726,202777,195718,199854,2008,2923
"합계","중랑구",2020. 11,185610,197453,202643,195469,199725,1984,2918
"합계","중랑구",2020. 12,185920,197118,202444,195165,199537,1953,2907
"합계","중랑구",2021. 01,186225,196907,202430,194990,199542,1917,2888
"합계","중랑구",2021. 02,186457,196574,202158,194665,199268,1909,2890
"합계","중랑구",2021. 03,185506,195639,201168,193752,198289,1887,2879
"합계","중랑구",2021. 04,185458,195339,200939,193444,198058,1895,2881
"합계","중랑구",2021. 05,185026,194819,200422,192923,197553,1896,2869
"합계","중랑구",2021. 06,185073,194556,200123,192688,197284,1868,2839
"합계","중랑구",2021. 07,185131,194206,199893,192355,197073,1851,2820
"합계","중랑구",2021. 08,185333,193882,199637,192060,196851,1822,2786
"합계","중랑구",2021. 09,185497,193652,199497,191832,196722,1820,2775
"합계","중랑구",2021. 10,185505,193409,199365,191601,196617,1808,2748
"합계","중랑구",2021. 11,185514,193101,199108,191305,196362,1796,2746
"합계","중랑구",2021. 12,185712,192903,198982,191112,196238,1791,2744
"합계","중랑구",2022. 01,186076,193009,199118,191221,196377,1788,2741
"합계","중랑구",2022. 02,187004,193471,199680,191682,196924,1789,2756
"합계","중랑구",2022. 03,187693,193623,199977,191835,197208,1788,2769
"합계","중랑구",2022. 04,187953,193546,199986,191741,197200,1805,2786
"합계","중랑구",2022. 05,188134,193405,199956,191575,197161,1830,2795
"합계","중랑구",2022. 06,188188,193267,199880,191433,197076,1834,2804
"합계","중랑구",2022. 07,188269,193041,199949,191193,197114,1848,2835
"합계","중랑구",2022. 08,188283,192773,199762,190931,196909,1842,2853
"합계","중랑구",2022. 09,187513,191959,199151,190115,196275,1844,2876
"합계","중랑구",2022. 10,187467,191709,198989,189869,196107,1840,2882
"합계","중랑구",2022. 11,187418,191597,198817,189747,195891,1850,2926
"합계","중랑구",2022. 12,187413,191422,198718,189537,195781,1885,2937
"합계","중랑구",2023. 01,187489,191273,198680,189367,195730,1906,2950
"합계","중랑구",2023. 02,187776,191231,198787,189306,195823,1925,2964
"합계","중랑구",2023. 03,187898,191122,198806,189186,195817,1936,2989
"합계","중랑구",2023. 04,187977,191046,198769,189099,195768,1947,3001
"합계","중랑구",2023. 05,188020,190973,198654,189019,195631,1954,3023
"합계","중랑구",2023. 06,187981,190726,198590,188744,195528,1982,3062
"합계","중랑구",2023. 07,187978,190433,198308,188446,195241,1987,3067
"합계","중랑구",2023. 08,187877,190107,198072,188091,194981,2016,3091
"합계","중랑구",2023. 09,187900,189874,198066,187844,194953,2030,3113
"합계","중랑구",2023. 10,187858,189653,197925,187618,194772,2035,3153
"합계","중랑구",2023. 11,187680,189323,197788,187262,194596,2061,3192
"합계","중랑구",2023. 12,188097,189462,198008,187372,194783,2090,3225
"합계","중랑구",2024. 01,188277,189509,198161,187392,194892,2117,3269
"합계","중랑구",2024. 02,188620,189448,198279,187319,195003,2129,3276
"합계","중랑구",2024. 03,188653,189247,198186,187102,194864,2145,3322
"합계","중랑구",2024. 04,188694,189084,198109,186915,194753,2169,3356
"합계","중랑구",2024. 05,188736,189015,198091,186797,194701,2218,3390
"합계","중랑구",2024. 06,188664,188839,197943,186600,194526,2239,3417
"합계","중랑구",2024. 07,188789,188685,197925,186434,194478,2251,3447
"합계","중랑구",2024. 08,188826,188534,197817,186248,194364,2286,3453
"합계","중랑구",2024. 09,188803,188352,197779,186052,194301,2300,3478
"합계","중랑구",2024. 10,188737,188170,197665,185834,194143,2336,3522
"합계","중랑구",2024. 11,188637,187972,197559,185591,193950,2381,3609
"합계","중랑구",2024. 12,188651,187910,197439,185473,193801,2437,3638
"합계","성북구",2020. 01,192809,218956,235729,214247,228224,4709,7505
"합계","성북구",2020. 02,193344,218754,235823,214078,228405,4676,7418
"합계","성북구",2020. 03,193801,218561,235971,213926,228568,4635,7403
"합계","성북구",2020. 04,194095,218223,235492,213743,228431,4480,7061
"합계","성북구",2020. 05,194735,217770,234891,213614,228534,4156,6357
"합계","성북구",2020. 06,195064,217551,234739,213431,228381,4120,6358
"합계","성북구",2020. 07,195178,217063,234314,213033,228155,4030,6159
"합계","성북구",2020. 08,195325,216524,233837,212559,227836,3965,6001
"합계","성북구",2020. 09,195379,216155,233716,212151,227568,4004,6148
"합계","성북구",2020. 10,195415,215729,233349,211780,227193,3949,6156
"합계","성북구",2020. 11,195331,215183,232888,211289,226762,3894,6126
"합계","성북구",2020. 12,195396,214658,232398,210810,226343,3848,6055
"합계","성북구",2021. 01,195703,214901,232491,211123,226561,3778,5930
"합계","성북구",2021. 02,196066,215004,232465,211283,226678,3721,5787
"합계","성북구",2021. 03,193965,213586,230709,209902,224924,3684,5785
"합계","성북구",2021. 04,194136,213363,230636,209667,224716,3696,5920
"합계","성북구",2021. 05,194304,213088,230497,209407,224581,3681,5916
"합계","성북구",2021. 06,194364,212849,230357,209210,224448,3639,5909
"합계","성북구",2021. 07,194528,212591,230104,209004,224357,3587,5747
"합계","성북구",2021. 08,194774,212208,229641,208711,224104,3497,5537
"합계","성북구",2021. 09,195099,212069,229648,208592,224036,3477,5612
"합계","성북구",2021. 10,195126,211877,229791,208308,223773,3569,6018
"합계","성북구",2021. 11,195064,211697,229672,207979,223334,3718,6338
"합계","성북구",2021. 12,195017,211150,228992,207578,222950,3572,6042
"합계","성북구",2022. 01,194981,210909,228738,207333,222741,3576,5997
"합계","성북구",2022. 02,196281,211758,229578,208211,223681,3547,5897
"합계","성북구",2022. 03,197296,212277,230403,208691,224459,3586,5944
"합계","성북구",2022. 04,197566,212510,231019,208762,224569,3748,6450
"합계","성북구",2022. 05,197884,212602,231233,208802,224729,3800,6504
"합계","성북구",2022. 06,198089,212587,231236,208790,224769,3797,6467
"합계","성북구",2022. 07,198258,212563,231332,208745,224838,3818,6494
"합계","성북구",2022. 08,198452,212398,231266,208575,224811,3823,6455
"합계","성북구",2022. 09,197588,211710,230886,207715,224112,3995,6774
"합계","성북구",2022. 10,197535,211802,231179,207584,223997,4218,7182
"합계","성북구",2022. 11,197354,211628,231182,207269,223778,4359,7404
"합계","성북구",2022. 12,197082,211246,230738,206961,223436,4285,7302
"합계","성북구",2023. 01,196936,210982,230577,206716,223251,4266,7326
"합계","성북구",2023. 02,197673,210974,230612,206753,223417,4221,7195
"합계","성북구",2023. 03,197859,210937,230918,206634,223466,4303,7452
"합계","성북구",2023. 04,197801,210745,231108,206367,223384,4378,7724
"합계","성북구",2023. 05,197906,210715,231073,206319,223370,4396,7703
"합계","성북구",2023. 06,197831,210367,230698,206043,223099,4324,7599
"합계","성북구",2023. 07,197686,210005,230300,205714,222793,4291,7507
"합계","성북구",2023. 08,197673,209771,229940,205537,222585,4234,7355
"합계","성북구",2023. 09,197607,209742,230347,205245,222426,4497,7921
"합계","성북구",2023. 10,197271,209390,230096,204851,222041,4539,8055
"합계","성북구",2023. 11,197041,209150,229921,204546,221730,4604,8191
"합계","성북구",2023. 12,196800,208682,229486,204171,221431,4511,8055
"합계","성북구",2024. 01,196512,208321,229000,203824,221092,4497,7908
"합계","성북구",2024. 02,197012,208032,228583,203753,221100,4279,7483
"합계","성북구",2024. 03,197445,208020,228881,203700,221181,4320,7700
"합계","성북구",2024. 04,197440,208007,229181,203536,221127,4471,8054
"합계","성북구",2024. 05,197353,207889,229073,203357,220958,4532,8115
"합계","성북구",2024. 06,197371,207814,228852,203323,220871,4491,7981
"합계","성북구",2024. 07,197324,207616,228447,203182,220664,4434,7783
"합계","성북구",2024. 08,197429,207470,227961,203148,220594,4322,7367
"합계","성북구",2024. 09,197414,207417,228075,202975,220464,4442,7611
"합계","성북구",2024. 10,196991,207381,228343,202624,220072,4757,8271
"합계","성북구",2024. 11,196744,207327,228511,202309,219832,5018,8679
"합계","성북구",2024. 12,196485,206945,228092,202003,219557,4942,8535
"합계","강북구",2020. 01,144431,154473,163006,153058,160647,1415,2359
"합계","강북구",2020. 02,144553,154262,162807,152857,160432,1405,2375
"합계","강북구",2020. 03,144805,154141,162609,152747,160238,1394,2371
"합계","강북구",2020. 04,145049,153973,162460,152594,160097,1379,2363
"합계","강북구",2020. 05,145315,153704,162203,152333,159937,1371,2266
"합계","강북구",2020. 06,145559,153389,162006,152028,159745,1361,2261
"합계","강북구",2020. 07,145630,153076,161741,151707,159491,1369,2250
"합계","강북구",2020. 08,145706,152744,161393,151376,159179,1368,2214
"합계","강북구",2020. 09,145790,152458,161092,151117,158879,1341,2213
"합계","강북구",2020. 10,145753,152059,160712,150744,158501,1315,2211
"합계","강북구",2020. 11,145739,151733,160345,150423,158146,1310,2199
"합계","강북구",2020. 12,145896,151466,160103,150143,157912,1323,2191
"합계","강북구",2021. 01,145934,151130,159850,149822,157665,1308,2185
"합계","강북구",2021. 02,145962,150714,159392,149427,157212,1287,2180
"합계","강북구",2021. 03,144410,149582,157955,148306,155772,1276,2183
"합계","강북구",2021. 04,144472,149315,157765,148033,155589,1282,2176
"합계","강북구",2021. 05,144545,149116,157509,147824,155330,1292,2179
"합계","강북구",2021. 06,144525,148824,157269,147542,155103,1282,2166
"합계","강북구",2021. 07,144563,148515,157008,147237,154876,1278,2132
"합계","강북구",2021. 08,144610,148185,156625,146919,154511,1266,2114
"합계","강북구",2021. 09,144573,147881,156376,146613,154274,1268,2102
"합계","강북구",2021. 10,144501,147497,156136,146240,154038,1257,2098
"합계","강북구",2021. 11,144569,147281,155901,146000,153792,1281,2109
"합계","강북구",2021. 12,144536,146984,155579,145705,153477,1279,2102
"합계","강북구",2022. 01,144529,146780,155331,145500,153227,1280,2104
"합계","강북구",2022. 02,144658,146356,155123,145066,153008,1290,2115
"합계","강북구",2022. 03,144725,145934,154890,144643,152741,1291,2149
"합계","강북구",2022. 04,144709,145699,154755,144395,152547,1304,2208
"합계","강북구",2022. 05,144866,145539,154724,144228,152498,1311,2226
"합계","강북구",2022. 06,145048,145475,154771,144154,152499,1321,2272
"합계","강북구",2022. 07,145198,145427,154654,144107,152382,1320,2272
"합계","강북구",2022. 08,145204,145190,154540,143861,152212,1329,2328
"합계","강북구",2022. 09,144577,144582,154040,143219,151657,1363,2383
"합계","강북구",2022. 10,144552,144402,153859,143000,151429,1402,2430
"합계","강북구",2022. 11,144415,144224,153739,142776,151208,1448,2531
"합계","강북구",2022. 12,144313,144037,153665,142567,151093,1470,2572
"합계","강북구",2023. 01,144275,143913,153478,142435,150878,1478,2600
"합계","강북구",2023. 02,144506,143739,153526,142254,150865,1485,2661
"합계","강북구",2023. 03,144557,143493,153441,142028,150734,1465,2707
"합계","강북구",2023. 04,144559,143330,153305,141837,150546,1493,2759
"합계","강북구",2023. 05,144577,143096,153184,141577,150382,1519,2802
"합계","강북구",2023. 06,144447,142845,152928,141302,150082,1543,2846
"합계","강북구",2023. 07,144427,142675,152782,141112,149913,1563,2869
"합계","강북구",2023. 08,144345,142413,152733,140828,149755,1585,2978
"합계","강북구",2023. 09,144269,142202,152602,140589,149566,1613,3036
"합계","강북구",2023. 10,143963,141830,152287,140185,149187,1645,3100
"합계","강북구",2023. 11,143796,141525,152048,139850,148885,1675,3163
"합계","강북구",2023. 12,143560,141185,151792,139514,148599,1671,3193
"합계","강북구",2024. 01,143411,140805,151578,139141,148349,1664,3229
"합계","강북구",2024. 02,143405,140526,151428,138846,148194,1680,3234
"합계","강북구",2024. 03,143338,140165,151207,138474,147926,1691,3281
"합계","강북구",2024. 04,143238,139906,151003,138198,147682,1708,3321
"합계","강북구",2024. 05,143175,139777,150894,138021,147511,1756,3383
"합계","강북구",2024. 06,143075,139521,150731,137733,147321,1788,3410
"합계","강북구",2024. 07,143059,139260,150567,137469,147110,1791,3457
"합계","강북구",2024. 08,143027,139029,150484,137212,146981,1817,3503
"합계","강북구",2024. 09,143163,139053,150625,137246,147067,1807,3558
"합계","강북구",2024. 10,143204,139034,150717,137168,147087,1866,3630
"합계","강북구",2024. 11,143105,138898,150701,136992,146942,1906,3759
"합계","강북구",2024. 12,143063,138730,150644,136789,146808,1941,3836
"합계","도봉구",2020. 01,138509,163619,171413,162701,170052,918,1361
"합계","도봉구",2020. 02,138607,163238,171113,162327,169756,911,1357
"합계","도봉구",2020. 03,138595,162774,170721,161879,169359,895,1362
"합계","도봉구",2020. 04,138724,162465,170466,161581,169126,884,1340
"합계","도봉구",2020. 05,138867,162067,170259,161195,168954,872,1305
"합계","도봉구",2020. 06,138966,161724,170020,160855,168705,869,1315
"합계","도봉구",2020. 07,138999,161310,169646,160465,168357,845,1289
"합계","도봉구",2020. 08,139015,160890,169186,160089,167925,801,1261
"합계","도봉구",2020. 09,139029,160526,168774,159723,167525,803,1249
"합계","도봉구",2020. 10,139015,160161,168553,159356,167261,805,1292
"합계","도봉구",2020. 11,139088,159880,168288,159076,167006,804,1282
"합계","도봉구",2020. 12,139114,159420,167941,158620,166637,800,1304
"합계","도봉구",2021. 01,138984,158884,167465,158103,166178,781,1287
"합계","도봉구",2021. 02,138974,158368,167102,157603,165828,765,1274
"합계","도봉구",2021. 03,138120,157562,166190,156810,164907,752,1283
"합계","도봉구",2021. 04,138160,157318,165962,156570,164657,748,1305
"합계","도봉구",2021. 05,138213,157042,165703,156282,164405,760,1298
"합계","도봉구",2021. 06,138387,156843,165576,156080,164285,763,1291
"합계","도봉구",2021. 07,138490,156619,165305,155869,164024,750,1281
"합계","도봉구",2021. 08,138495,156260,164922,155523,163688,737,1234
"합계","도봉구",2021. 09,138582,155948,164763,155212,163506,736,1257
"합계","도봉구",2021. 10,138655,155717,164629,154970,163329,747,1300
"합계","도봉구",2021. 11,138645,155548,164440,154794,163149,754,1291
"합계","도봉구",2021. 12,138656,155221,164152,154487,162879,734,1273
"합계","도봉구",2022. 01,138695,155055,164113,154326,162824,729,1289
"합계","도봉구",2022. 02,138748,154774,163874,154046,162585,728,1289
"합계","도봉구",2022. 03,138836,154440,163660,153716,162382,724,1278
"합계","도봉구",2022. 04,138879,154180,163411,153445,162077,735,1334
"합계","도봉구",2022. 05,138951,154003,163242,153252,161910,751,1332
"합계","도봉구",2022. 06,139076,153761,163155,153014,161777,747,1378
"합계","도봉구",2022. 07,139225,153694,163104,152937,161725,757,1379
"합계","도봉구",2022. 08,138975,153247,162699,152495,161340,752,1359
"합계","도봉구",2022. 09,138541,152769,162115,152019,160769,750,1346
"합계","도봉구",2022. 10,138521,152568,162015,151811,160616,757,1399
"합계","도봉구",2022. 11,138439,152333,161994,151562,160491,771,1503
"합계","도봉구",2022. 12,138356,152175,161814,151398,160296,777,1518
"합계","도봉구",2023. 01,138331,151947,161601,151168,160092,779,1509
"합계","도봉구",2023. 02,138384,151746,161391,150964,159889,782,1502
"합계","도봉구",2023. 03,138376,151589,161269,150806,159703,783,1566
"합계","도봉구",2023. 04,138314,151319,161043,150535,159488,784,1555
"합계","도봉구",2023. 05,138289,151124,160870,150317,159305,807,1565
"합계","도봉구",2023. 06,138188,150809,160577,150001,158985,808,1592
"합계","도봉구",2023. 07,138069,150537,160332,149718,158729,819,1603
"합계","도봉구",2023. 08,138102,150228,160150,149408,158560,820,1590
"합계","도봉구",2023. 09,138210,150104,160029,149281,158459,823,1570
"합계","도봉구",2023. 10,138223,149989,159957,149132,158338,857,1619
"합계","도봉구",2023. 11,138161,149777,159798,148907,158163,870,1635
"합계","도봉구",2023. 12,138261,149675,159819,148796,158152,879,1667
"합계","도봉구",2024. 01,138373,149549,159709,148670,158052,879,1657
"합계","도봉구",2024. 02,138626,149421,159625,148545,157997,876,1628
"합계","도봉구",2024. 03,138756,149248,159616,148366,157980,882,1636
"합계","도봉구",2024. 04,138829,149105,159531,148216,157841,889,1690
"합계","도봉구",2024. 05,138790,148873,159384,147971,157687,902,1697
"합계","도봉구",2024. 06,138849,148775,159285,147847,157553,928,1732
"합계","도봉구",2024. 07,138902,148622,159162,147675,157416,947,1746
"합계","도봉구",2024. 08,138846,148443,158886,147473,157168,970,1718
"합계","도봉구",2024. 09,138862,148222,158704,147261,156994,961,1710
"합계","도봉구",2024. 10,138795,148048,158646,147082,156843,966,1803
"합계","도봉구",2024. 11,138759,147827,158437,146848,156620,979,1817
"합계","도봉구",2024. 12,138759,147685,158347,146696,156532,989,1815
"합계","노원구",2020. 01,217054,259674,277474,257746,274916,1928,2558
"합계","노원구",2020. 02,217068,259193,277098,257265,274575,1928,2523
"합계","노원구",2020. 03,217148,258696,276799,256726,274311,1970,2488
"합계","노원구",2020. 04,217302,258281,276417,256344,273958,1937,2459
"합계","노원구",2020. 05,217579,257913,275907,256045,273572,1868,2335
"합계","노원구",2020. 06,217897,257473,275568,255624,273263,1849,2305
"합계","노원구",2020. 07,217918,256948,275124,255127,272854,1821,2270
"합계","노원구",2020. 08,217940,256260,274487,254463,272255,1797,2232
"합계","노원구",2020. 09,218002,255618,273914,253797,271689,1821,2225
"합계","노원구",2020. 10,217981,255044,273528,253219,271296,1825,2232
"합계","노원구",2020. 11,218015,254630,273136,252792,270916,1838,2220
"합계","노원구",2020. 12,218270,254188,272844,252383,270654,1805,2190
"합계","노원구",2021. 01,218213,253561,272337,251763,270089,1798,2248
"합계","노원구",2021. 02,218184,252729,271634,250929,269437,1800,2197
"합계","노원구",2021. 03,217272,251719,270506,249942,268336,1777,2170
"합계","노원구",2021. 04,217238,251331,270107,249522,267895,1809,2212
"합계","노원구",2021. 05,217201,250858,269757,249029,267523,1829,2234
"합계","노원구",2021. 06,217322,250532,269473,248719,267278,1813,2195
"합계","노원구",2021. 07,217310,250063,269160,248250,266948,1813,2212
"합계","노원구",2021. 08,217324,249442,268550,247676,266374,1766,2176
"합계","노원구",2021. 09,217269,248908,268130,247118,265935,1790,2195
"합계","노원구",2021. 10,217201,248456,267702,246650,265479,1806,2223
"합계","노원구",2021. 11,217215,248003,267393,246182,265093,1821,2300
"합계","노원구",2021. 12,217378,247813,267133,246053,264903,1760,2230
"합계","노원구",2022. 01,217660,247648,267183,245896,264909,1752,2274
"합계","노원구",2022. 02,218249,247474,267006,245744,264783,1730,2223
"합계","노원구",2022. 03,219065,247417,267028,245663,264823,1754,2205
"합계","노원구",2022. 04,219011,246983,266757,245222,264436,1761,2321
"합계","노원구",2022. 05,218955,246602,266369,244807,264060,1795,2309
"합계","노원구",2022. 06,218637,246185,265977,244387,263679,1798,2298
