대분류,자치구,연도,발생량,재활용_합계,재활용,음식물,소각,매립,기타,주민1인당_생활폐기물_kg_일,생활계폐기물_톤_일,주민수,광역시도,재활용총량_발생량,재활용총량_재활용량,생활폐기물재활용통계_발생량,생활폐기물재활용통계_재활용량,음식물폐기물_발생량,음식물폐기물_재활용량,사업장배출시설계_발생량,사업장배출시설계_재활용량,건설폐기물_발생량,건설폐기물_재활용량,지정폐기물_발생량,지정폐기물_재활용량,재활용률
계,중구,2016,499.2,312.2,186.1,126.1,167.0,20.0,,3.71,499.2,134409.0,서울시,1511.2,1274.4,373.1,186.1,126.1,126.1,,,1012.0,962.2,7.6,2.0,
계,중구,2017,446.0,225.4,118.0,107.4,183.1,37.5,,3.31,446.0,134593.0,서울시,1211.9,951.6,338.6,118.0,107.4,107.4,,,765.9,726.2,8.7,1.7,
계,중구,2018,429.7,241.5,126.7,114.8,147.0,41.2,,3.17,429.7,135633.0,서울시,1042.1,845.3,314.9,126.7,114.8,114.8,,,612.4,603.8,7.6,1.8,
계,중구,2019,413.7,224.3,136.5,87.8,133.9,55.5,,3.03,413.7,136488.0,서울시,1459.8,1265.6,297.3,107.9,116.4,116.4,0.4,0.1,1045.7,1041.2,8.4,2.4,
계,중구,2020,130842.0,72461.0,43148.0,29313.0,47006.0,11375.0,,2.66,357.5,134635.0,서울시,564935.0,504453.0,130842.0,72461.0,,,3891.0,3272.0,430202.0,428720.0,3734.0,1013.0,89.3
계,중구,2021,108816.0,50113.0,21472.0,28641.0,48862.0,9611.0,229.0,2.26,298.1,131787.0,서울시,421214.0,361109.0,108816.0,50113.0,,,703.0,623.0,311695.0,310374.0,4244.0,1189.0,85.7
계,중구,2022,118766.0,66571.0,31899.0,34672.0,43571.0,8318.0,306.0,2.49,325.4,130785.0,서울시,438390.0,386137.0,118766.0,66571.0,,,572.0,526.0,319051.0,319040.0,3446.0,890.0,88.1
계,중구,2023,132481.0,78731.0,41777.0,36954.0,45292.0,6595.0,1862.0,2.75,363.0,131793.0,서울시,346386.0,292569.0,132481.0,78731.0,,,299.0,256.0,213607.0,213582.0,2752.0,651.0,84.5
계,중구,2024,133576.0,85767.0,47751.0,38016.0,41851.0,4641.0,1318.0,2.78,365.0,131214.0,서울시,460797.0,412875.0,133576.0,85767.0,,,25473.0,25362.0,301748.0,301747.0,2404.0,707.0,89.6
계,중랑구,2000,366.8,151.0,107.0,44.0,2.6,213.2,,,,,서울시,,400.0,,144.0,,,,,,256.0,,,
계,중랑구,2001,334.6,125.9,86.1,39.8,3.1,205.6,,,,,서울시,,961.0,,126.0,,,,,,835.0,,,
계,중랑구,2002,339.9,139.0,102.0,37.0,6.3,194.6,,,,,서울시,,871.0,,139.0,,,,,,732.0,,,
계,중랑구,2003,340.2,142.2,106.6,35.6,11.3,186.7,,,,,서울시,,1526.0,,142.0,,,,,,1384.0,,,
계,중랑구,2004,319.5,163.6,91.1,72.5,6.1,149.8,,,,,서울시,,1368.0,,114.0,,50.0,,,,1204.0,,2.0,
계,중랑구,2005,342.8,221.4,140.9,80.5,5.9,115.5,,,,,서울시,,625.0,,141.0,,80.0,,,,404.0,,2.0,
계,중랑구,2006,339.6,183.7,103.7,80.1,9.1,146.8,,,,,서울시,,1975.0,,92.0,,80.0,,,,1803.0,,2.0,
계,중랑구,2007,359.3,169.7,89.0,80.7,71.2,118.4,,,,,서울시,,1064.0,,89.0,,81.0,,,,894.0,,3.0,
계,중랑구,2008,292.0,169.1,92.4,76.7,76.0,46.9,,,,,서울시,,755.0,,92.0,,77.0,,,,586.0,,3.0,
계,중랑구,2009,393.5,285.5,210.6,74.9,86.6,21.4,,0.92,393.5,429700.0,서울시,,649.0,,211.0,,75.0,,,,364.0,,2.0,
계,중랑구,2010,214.9,124.0,27.3,96.7,65.7,25.2,,0.5,214.9,432302.0,서울시,1004.5,898.2,118.2,27.3,96.7,96.7,,,789.6,774.2,2.8,0.9,
계,중랑구,2011,213.1,110.5,18.9,91.6,91.1,11.5,,0.5,213.1,428672.0,서울시,921.7,800.8,121.4,18.8,91.7,91.7,,,708.6,690.3,5.4,2.4,
계,중랑구,2012,222.5,124.5,27.1,97.4,90.8,7.2,,0.53,222.5,423655.0,서울시,841.9,731.5,125.1,27.1,97.4,97.4,,,619.4,607.0,6.4,3.6,
계,중랑구,2013,227.4,127.1,24.5,102.6,86.4,13.9,,0.54,227.4,421237.0,서울시,865.1,659.6,124.8,24.5,102.6,102.6,,,637.7,532.5,4.2,1.6,
계,중랑구,2014,369.4,262.0,159.6,102.4,83.8,23.6,,0.87,369.4,423411.0,서울시,1165.6,1053.3,267.0,159.6,102.4,102.4,,,796.2,791.3,3.9,1.0,
계,중랑구,2015,392.1,287.9,188.3,99.6,88.9,15.3,,0.94,392.1,418620.0,서울시,1252.7,1139.8,292.5,188.3,99.6,99.6,9.0,4.0,851.8,847.9,3.6,0.6,
계,중랑구,2016,387.9,283.6,190.4,93.2,90.0,14.3,,0.93,387.9,415677.0,서울시,1091.2,980.1,294.7,190.4,93.2,93.2,5.0,0.1,698.3,696.4,5.2,1.7,
계,중랑구,2017,361.3,263.5,172.8,90.7,81.7,16.1,,0.88,361.3,412780.0,서울시,1793.4,1687.5,270.6,172.8,90.7,90.7,1.8,0.4,1430.3,1423.6,4.6,0.8,
계,중랑구,2018,391.9,281.7,192.9,88.8,84.2,26.0,,0.96,391.9,408147.0,서울시,1763.1,1635.8,303.1,192.9,91.4,88.8,10.4,2.0,1358.2,1352.1,5.6,1.7,
계,중랑구,2019,330.5,223.1,186.0,37.1,89.3,17.7,0.4,0.82,330.5,402024.0,서울시,1580.8,1459.7,239.5,132.1,91.0,91.0,7.5,1.5,1242.8,1235.1,5.1,1.6,
계,중랑구,2020,123561.0,82943.0,51207.0,31736.0,33840.0,6778.0,,0.84,337.6,399562.0,서울시,439624.0,396267.0,123561.0,82943.0,,,4022.0,1974.0,312042.0,311350.0,1765.0,560.0,90.1
계,중랑구,2021,105213.0,64188.0,33497.0,30691.0,33476.0,7527.0,23.0,0.74,288.3,391885.0,서울시,492843.0,449437.0,105213.0,64188.0,,,6204.0,4126.0,381425.0,381123.0,2067.0,562.0,91.2
계,중랑구,2022,104375.0,63404.0,32872.0,30532.0,33253.0,6819.0,900.0,0.73,286.0,390140.0,서울시,316158.0,274261.0,104375.0,63404.0,,,3798.0,3256.0,207985.0,207602.0,1895.0,577.0,86.7
계,중랑구,2023,96847.0,57284.0,28112.0,29172.0,35055.0,4233.0,275.0,0.68,265.3,387470.0,서울시,201978.0,162026.0,96847.0,57284.0,,,3464.0,3412.0,101667.0,101330.0,2188.0,647.0,80.2
계,중랑구,2024,107223.0,66826.0,37464.0,29362.0,37416.0,2942.0,39.0,0.76,293.0,385349.0,서울시,317987.0,277147.0,107223.0,66826.0,,,662.0,309.0,210101.0,210013.0,2204.0,764.0,87.2
